*2026년 이후 예측정보는 추산 자료이므로 근거 자료로 사용 할 수 없습니다.,,,,,,,,,,,,,,,,,,,,
2024-09-18 19:00,703,,,,,,,,,,,,,,,,,,,
2024-09-18 20:00,498,,,,,,,,,,,,,,,,,,,
2024-09-18 21:00,292,,,,,,,,,,,,,,,,,,,
2024-09-18 22:00,110,,,,,,,,,,,,,,,,,,,
2024-09-18 23:00,-5,,,,,,,,,,,,,,,,,,,
2024-09-19 00:00,9,,,,,,,,,,,,,,,,,,,
2024-09-19 01:00,167,,,,,,,,,,,,,,,,,,,
2024-09-19 02:00,405,,,,,,,,,,,,,,,,,,,
2024-09-19 03:00,642,,,,,,,,,,,,,,,,,,,
2024-09-19 04:00,833,,,,,,,,,,,,,,,,,,,
2024-09-19 05:00,943,,,,,,,,,,,,,,,,,,,
2024-09-19 06:00,935,,,,,,,,,,,,,,,,,,,
2024-09-19 07:00,807,,,,,,,,,,,,,,,,,,,
2024-09-19 08:00,612,,,,,,,,,,,,,,,,,,,
2024-09-19 09:00,407,,,,,,,,,,,,,,,,,,,
2024-09-19 10:00,213,,,,,,,,,,,,,,,,,,,
2024-09-19 11:00,58,,,,,,,,,,,,,,,,,,,
2024-09-19 12:00,8,,,,,,,,,,,,,,,,,,,
2024-09-19 13:00,109,,,,,,,,,,,,,,,,,,,
2024-09-19 14:00,319,,,,,,,,,,,,,,,,,,,
2024-09-19 15:00,556,,,,,,,,,,,,,,,,,,,
2024-09-19 16:00,764,,,,,,,,,,,,,,,,,,,
2024-09-19 17:00,908,,,,,,,,,,,,,,,,,,,
2024-09-19 18:00,945,,,,,,,,,,,,,,,,,,,
2024-09-19 19:00,852,,,,,,,,,,,,,,,,,,,
2024-09-19 20:00,666,,,,,,,,,,,,,,,,,,,
2024-09-19 21:00,452,,,,,,,,,,,,,,,,,,,
2024-09-19 22:00,244,,,,,,,,,,,,,,,,,,,
2024-09-19 23:00,64,,,,,,,,,,,,,,,,,,,
2024-09-20 00:00,-25,,,,,,,,,,,,,,,,,,,
2024-09-20 01:00,38,,,,,,,,,,,,,,,,,,,
2024-09-20 02:00,237,,,,,,,,,,,,,,,,,,,
2024-09-20 03:00,486,,,,,,,,,,,,,,,,,,,
2024-09-20 04:00,712,,,,,,,,,,,,,,,,,,,
2024-09-20 05:00,879,,,,,,,,,,,,,,,,,,,
2024-09-20 06:00,950,,,,,,,,,,,,,,,,,,,
2024-09-20 07:00,892,,,,,,,,,,,,,,,,,,,
2024-09-20 08:00,727,,,,,,,,,,,,,,,,,,,
2024-09-20 09:00,521,,,,,,,,,,,,,,,,,,,
2024-09-20 10:00,316,,,,,,,,,,,,,,,,,,,
2024-09-20 11:00,128,,,,,,,,,,,,,,,,,,,
2024-09-20 12:00,2,,,,,,,,,,,,,,,,,,,
2024-09-20 13:00,11,,,,,,,,,,,,,,,,,,,
2024-09-20 14:00,169,,,,,,,,,,,,,,,,,,,
2024-09-20 15:00,406,,,,,,,,,,,,,,,,,,,
2024-09-20 16:00,640,,,,,,,,,,,,,,,,,,,
2024-09-20 17:00,830,,,,,,,,,,,,,,,,,,,
2024-09-20 18:00,943,,,,,,,,,,,,,,,,,,,
2024-09-20 19:00,936,,,,,,,,,,,,,,,,,,,
2024-09-20 20:00,808,,,,,,,,,,,,,,,,,,,
2024-09-20 21:00,612,,,,,,,,,,,,,,,,,,,
2024-09-20 22:00,404,,,,,,,,,,,,,,,,,,,
2024-09-20 23:00,203,,,,,,,,,,,,,,,,,,,
2024-09-21 00:00,43,,,,,,,,,,,,,,,,,,,
2024-09-21 01:00,-1,,,,,,,,,,,,,,,,,,,
2024-09-21 02:00,112,,,,,,,,,,,,,,,,,,,
2024-09-21 03:00,331,,,,,,,,,,,,,,,,,,,
2024-09-21 04:00,567,,,,,,,,,,,,,,,,,,,
2024-09-21 05:00,764,,,,,,,,,,,,,,,,,,,
2024-09-21 06:00,893,,,,,,,,,,,,,,,,,,,
2024-09-21 07:00,915,,,,,,,,,,,,,,,,,,,
2024-09-21 08:00,812,,,,,,,,,,,,,,,,,,,
2024-09-21 09:00,629,,,,,,,,,,,,,,,,,,,
2024-09-21 10:00,426,,,,,,,,,,,,,,,,,,,
2024-09-21 11:00,231,,,,,,,,,,,,,,,,,,,
2024-09-21 12:00,66,,,,,,,,,,,,,,,,,,,
2024-09-21 13:00,-9,,,,,,,,,,,,,,,,,,,
2024-09-21 14:00,63,,,,,,,,,,,,,,,,,,,
2024-09-21 15:00,259,,,,,,,,,,,,,,,,,,,
2024-09-21 16:00,495,,,,,,,,,,,,,,,,,,,
2024-09-21 17:00,708,,,,,,,,,,,,,,,,,,,
2024-09-21 18:00,867,,,,,,,,,,,,,,,,,,,
2024-09-21 19:00,938,,,,,,,,,,,,,,,,,,,
2024-09-21 20:00,891,,,,,,,,,,,,,,,,,,,
2024-09-21 21:00,744,,,,,,,,,,,,,,,,,,,
2024-09-21 22:00,555,,,,,,,,,,,,,,,,,,,
2024-09-21 23:00,361,,,,,,,,,,,,,,,,,,,
2024-09-22 00:00,179,,,,,,,,,,,,,,,,,,,
2024-09-22 01:00,60,,,,,,,,,,,,,,,,,,,
2024-09-22 02:00,70,,,,,,,,,,,,,,,,,,,
2024-09-22 03:00,216,,,,,,,,,,,,,,,,,,,
2024-09-22 04:00,428,,,,,,,,,,,,,,,,,,,
2024-09-22 05:00,631,,,,,,,,,,,,,,,,,,,
2024-09-22 06:00,788,,,,,,,,,,,,,,,,,,,
2024-09-22 07:00,869,,,,,,,,,,,,,,,,,,,
2024-09-22 08:00,841,,,,,,,,,,,,,,,,,,,
2024-09-22 09:00,709,,,,,,,,,,,,,,,,,,,
2024-09-22 10:00,526,,,,,,,,,,,,,,,,,,,
2024-09-22 11:00,339,,,,,,,,,,,,,,,,,,,
2024-09-22 12:00,168,,,,,,,,,,,,,,,,,,,
2024-09-22 13:00,45,,,,,,,,,,,,,,,,,,,
2024-09-22 14:00,32,,,,,,,,,,,,,,,,,,,
2024-09-22 15:00,152,,,,,,,,,,,,,,,,,,,
2024-09-22 16:00,357,,,,,,,,,,,,,,,,,,,
2024-09-22 17:00,570,,,,,,,,,,,,,,,,,,,
2024-09-22 18:00,749,,,,,,,,,,,,,,,,,,,
2024-09-22 19:00,868,,,,,,,,,,,,,,,,,,,
2024-09-22 20:00,896,,,,,,,,,,,,,,,,,,,
2024-09-22 21:00,820,,,,,,,,,,,,,,,,,,,
2024-09-22 22:00,674,,,,,,,,,,,,,,,,,,,
2024-09-22 23:00,504,,,,,,,,,,,,,,,,,,,
2024-09-23 00:00,333,,,,,,,,,,,,,,,,,,,
2024-09-23 01:00,186,,,,,,,,,,,,,,,,,,,
2024-09-23 02:00,118,,,,,,,,,,,,,,,,,,,
2024-09-23 03:00,172,,,,,,,,,,,,,,,,,,,
2024-09-23 04:00,324,,,,,,,,,,,,,,,,,,,
2024-09-23 05:00,506,,,,,,,,,,,,,,,,,,,
2024-09-23 06:00,665,,,,,,,,,,,,,,,,,,,
2024-09-23 07:00,775,,,,,,,,,,,,,,,,,,,
2024-09-23 08:00,808,,,,,,,,,,,,,,,,,,,
2024-09-23 09:00,744,,,,,,,,,,,,,,,,,,,
2024-09-23 10:00,605,,,,,,,,,,,,,,,,,,,
2024-09-23 11:00,439,,,,,,,,,,,,,,,,,,,
2024-09-23 12:00,278,,,,,,,,,,,,,,,,,,,
2024-09-23 13:00,143,,,,,,,,,,,,,,,,,,,
2024-09-23 14:00,74,,,,,,,,,,,,,,,,,,,
2024-09-23 15:00,112,,,,,,,,,,,,,,,,,,,
2024-09-23 16:00,252,,,,,,,,,,,,,,,,,,,
2024-09-23 17:00,438,,,,,,,,,,,,,,,,,,,
2024-09-23 18:00,614,,,,,,,,,,,,,,,,,,,
2024-09-23 19:00,753,,,,,,,,,,,,,,,,,,,
2024-09-23 20:00,832,,,,,,,,,,,,,,,,,,,
2024-09-23 21:00,828,,,,,,,,,,,,,,,,,,,
2024-09-23 22:00,744,,,,,,,,,,,,,,,,,,,
2024-09-23 23:00,615,,,,,,,,,,,,,,,,,,,
2024-09-24 00:00,471,,,,,,,,,,,,,,,,,,,
2024-09-24 01:00,333,,,,,,,,,,,,,,,,,,,
2024-09-24 02:00,231,,,,,,,,,,,,,,,,,,,
2024-09-24 03:00,208,,,,,,,,,,,,,,,,,,,
2024-09-24 04:00,278,,,,,,,,,,,,,,,,,,,
2024-09-24 05:00,408,,,,,,,,,,,,,,,,,,,
2024-09-24 06:00,546,,,,,,,,,,,,,,,,,,,
2024-09-24 07:00,659,,,,,,,,,,,,,,,,,,,
2024-09-24 08:00,725,,,,,,,,,,,,,,,,,,,
2024-09-24 09:00,722,,,,,,,,,,,,,,,,,,,
2024-09-24 10:00,645,,,,,,,,,,,,,,,,,,,
2024-09-24 11:00,521,,,,,,,,,,,,,,,,,,,
2024-09-24 12:00,384,,,,,,,,,,,,,,,,,,,
2024-09-24 13:00,258,,,,,,,,,,,,,,,,,,,
2024-09-24 14:00,168,,,,,,,,,,,,,,,,,,,
2024-09-24 15:00,144,,,,,,,,,,,,,,,,,,,
2024-09-24 16:00,206,,,,,,,,,,,,,,,,,,,
2024-09-24 17:00,333,,,,,,,,,,,,,,,,,,,
2024-09-24 18:00,482,,,,,,,,,,,,,,,,,,,
2024-09-24 19:00,619,,,,,,,,,,,,,,,,,,,
2024-09-24 20:00,720,,,,,,,,,,,,,,,,,,,
2024-09-24 21:00,769,,,,,,,,,,,,,,,,,,,
2024-09-24 22:00,752,,,,,,,,,,,,,,,,,,,
2024-09-24 23:00,681,,,,,,,,,,,,,,,,,,,
2024-09-25 00:00,579,,,,,,,,,,,,,,,,,,,
2024-09-25 01:00,469,,,,,,,,,,,,,,,,,,,
2024-09-25 02:00,368,,,,,,,,,,,,,,,,,,,
2024-09-25 03:00,305,,,,,,,,,,,,,,,,,,,
2024-09-25 04:00,302,,,,,,,,,,,,,,,,,,,
2024-09-25 05:00,359,,,,,,,,,,,,,,,,,,,
2024-09-25 06:00,449,,,,,,,,,,,,,,,,,,,
2024-09-25 07:00,542,,,,,,,,,,,,,,,,,,,
2024-09-25 08:00,616,,,,,,,,,,,,,,,,,,,
2024-09-25 09:00,651,,,,,,,,,,,,,,,,,,,
2024-09-25 10:00,635,,,,,,,,,,,,,,,,,,,
2024-09-25 11:00,570,,,,,,,,,,,,,,,,,,,
2024-09-25 12:00,476,,,,,,,,,,,,,,,,,,,
2024-09-25 13:00,375,,,,,,,,,,,,,,,,,,,
2024-09-25 14:00,287,,,,,,,,,,,,,,,,,,,
2024-09-25 15:00,232,,,,,,,,,,,,,,,,,,,
2024-09-25 16:00,230,,,,,,,,,,,,,,,,,,,
2024-09-25 17:00,283,,,,,,,,,,,,,,,,,,,
2024-09-25 18:00,375,,,,,,,,,,,,,,,,,,,
2024-09-25 19:00,483,,,,,,,,,,,,,,,,,,,
2024-09-25 20:00,584,,,,,,,,,,,,,,,,,,,
2024-09-25 21:00,660,,,,,,,,,,,,,,,,,,,
2024-09-25 22:00,697,,,,,,,,,,,,,,,,,,,
2024-09-25 23:00,691,,,,,,,,,,,,,,,,,,,
2024-09-26 00:00,647,,,,,,,,,,,,,,,,,,,
2024-09-26 01:00,578,,,,,,,,,,,,,,,,,,,
2024-09-26 02:00,500,,,,,,,,,,,,,,,,,,,
2024-09-26 03:00,430,,,,,,,,,,,,,,,,,,,
2024-09-26 04:00,383,,,,,,,,,,,,,,,,,,,
2024-09-26 05:00,372,,,,,,,,,,,,,,,,,,,
2024-09-26 06:00,394,,,,,,,,,,,,,,,,,,,
2024-09-26 07:00,442,,,,,,,,,,,,,,,,,,,
2024-09-26 08:00,499,,,,,,,,,,,,,,,,,,,
2024-09-26 09:00,548,,,,,,,,,,,,,,,,,,,
2024-09-26 10:00,575,,,,,,,,,,,,,,,,,,,
2024-09-26 11:00,572,,,,,,,,,,,,,,,,,,,
2024-09-26 12:00,538,,,,,,,,,,,,,,,,,,,
2024-09-26 13:00,481,,,,,,,,,,,,,,,,,,,
2024-09-26 14:00,414,,,,,,,,,,,,,,,,,,,
2024-09-26 15:00,352,,,,,,,,,,,,,,,,,,,
2024-09-26 16:00,310,,,,,,,,,,,,,,,,,,,
2024-09-26 17:00,297,,,,,,,,,,,,,,,,,,,
2024-09-26 18:00,318,,,,,,,,,,,,,,,,,,,
2024-09-26 19:00,370,,,,,,,,,,,,,,,,,,,
2024-09-26 20:00,444,,,,,,,,,,,,,,,,,,,
2024-09-26 21:00,524,,,,,,,,,,,,,,,,,,,
2024-09-26 22:00,593,,,,,,,,,,,,,,,,,,,
2024-09-26 23:00,641,,,,,,,,,,,,,,,,,,,
2024-09-27 00:00,661,,,,,,,,,,,,,,,,,,,
2024-09-27 01:00,650,,,,,,,,,,,,,,,,,,,
2024-09-27 02:00,611,,,,,,,,,,,,,,,,,,,
2024-09-27 03:00,555,,,,,,,,,,,,,,,,,,,
2024-09-27 04:00,494,,,,,,,,,,,,,,,,,,,
2024-09-27 05:00,437,,,,,,,,,,,,,,,,,,,
2024-09-27 06:00,396,,,,,,,,,,,,,,,,,,,
2024-09-27 07:00,381,,,,,,,,,,,,,,,,,,,
2024-09-27 08:00,395,,,,,,,,,,,,,,,,,,,
2024-09-27 09:00,433,,,,,,,,,,,,,,,,,,,
2024-09-27 10:00,480,,,,,,,,,,,,,,,,,,,
2024-09-27 11:00,524,,,,,,,,,,,,,,,,,,,
2024-09-27 12:00,552,,,,,,,,,,,,,,,,,,,
2024-09-27 13:00,556,,,,,,,,,,,,,,,,,,,
2024-09-27 14:00,531,,,,,,,,,,,,,,,,,,,
2024-09-27 15:00,484,,,,,,,,,,,,,,,,,,,
2024-09-27 16:00,426,,,,,,,,,,,,,,,,,,,
2024-09-27 17:00,369,,,,,,,,,,,,,,,,,,,
2024-09-27 18:00,325,,,,,,,,,,,,,,,,,,,
2024-09-27 19:00,308,,,,,,,,,,,,,,,,,,,
2024-09-27 20:00,327,,,,,,,,,,,,,,,,,,,
2024-09-27 21:00,383,,,,,,,,,,,,,,,,,,,
2024-09-27 22:00,461,,,,,,,,,,,,,,,,,,,
2024-09-27 23:00,545,,,,,,,,,,,,,,,,,,,
2024-09-28 00:00,620,,,,,,,,,,,,,,,,,,,
2024-09-28 01:00,670,,,,,,,,,,,,,,,,,,,
2024-09-28 02:00,685,,,,,,,,,,,,,,,,,,,
2024-09-28 03:00,663,,,,,,,,,,,,,,,,,,,
2024-09-28 04:00,608,,,,,,,,,,,,,,,,,,,
2024-09-28 05:00,531,,,,,,,,,,,,,,,,,,,
2024-09-28 06:00,446,,,,,,,,,,,,,,,,,,,
2024-09-28 07:00,371,,,,,,,,,,,,,,,,,,,
2024-09-28 08:00,327,,,,,,,,,,,,,,,,,,,
2024-09-28 09:00,327,,,,,,,,,,,,,,,,,,,
2024-09-28 10:00,370,,,,,,,,,,,,,,,,,,,
2024-09-28 11:00,439,,,,,,,,,,,,,,,,,,,
2024-09-28 12:00,517,,,,,,,,,,,,,,,,,,,
2024-09-28 13:00,582,,,,,,,,,,,,,,,,,,,
2024-09-28 14:00,615,,,,,,,,,,,,,,,,,,,
2024-09-28 15:00,606,,,,,,,,,,,,,,,,,,,
2024-09-28 16:00,556,,,,,,,,,,,,,,,,,,,
2024-09-28 17:00,477,,,,,,,,,,,,,,,,,,,
2024-09-28 18:00,388,,,,,,,,,,,,,,,,,,,
2024-09-28 19:00,308,,,,,,,,,,,,,,,,,,,
2024-09-28 20:00,261,,,,,,,,,,,,,,,,,,,
2024-09-28 21:00,265,,,,,,,,,,,,,,,,,,,
2024-09-28 22:00,324,,,,,,,,,,,,,,,,,,,
2024-09-28 23:00,422,,,,,,,,,,,,,,,,,,,
2024-09-29 00:00,535,,,,,,,,,,,,,,,,,,,
2024-09-29 01:00,639,,,,,,,,,,,,,,,,,,,
2024-09-29 02:00,712,,,,,,,,,,,,,,,,,,,
2024-09-29 03:00,737,,,,,,,,,,,,,,,,,,,
2024-09-29 04:00,708,,,,,,,,,,,,,,,,,,,
2024-09-29 05:00,631,,,,,,,,,,,,,,,,,,,
2024-09-29 06:00,524,,,,,,,,,,,,,,,,,,,
2024-09-29 07:00,408,,,,,,,,,,,,,,,,,,,
2024-09-29 08:00,309,,,,,,,,,,,,,,,,,,,
2024-09-29 09:00,255,,,,,,,,,,,,,,,,,,,
2024-09-29 10:00,266,,,,,,,,,,,,,,,,,,,
2024-09-29 11:00,337,,,,,,,,,,,,,,,,,,,
2024-09-29 12:00,444,,,,,,,,,,,,,,,,,,,
2024-09-29 13:00,557,,,,,,,,,,,,,,,,,,,
2024-09-29 14:00,649,,,,,,,,,,,,,,,,,,,
2024-09-29 15:00,694,,,,,,,,,,,,,,,,,,,
2024-09-29 16:00,676,,,,,,,,,,,,,,,,,,,
2024-09-29 17:00,599,,,,,,,,,,,,,,,,,,,
2024-09-29 18:00,485,,,,,,,,,,,,,,,,,,,
2024-09-29 19:00,363,,,,,,,,,,,,,,,,,,,
2024-09-29 20:00,257,,,,,,,,,,,,,,,,,,,
2024-09-29 21:00,198,,,,,,,,,,,,,,,,,,,
2024-09-29 22:00,210,,,,,,,,,,,,,,,,,,,
2024-09-29 23:00,294,,,,,,,,,,,,,,,,,,,
2024-09-30 00:00,425,,,,,,,,,,,,,,,,,,,
2024-09-30 01:00,567,,,,,,,,,,,,,,,,,,,
2024-09-30 02:00,691,,,,,,,,,,,,,,,,,,,
2024-09-30 03:00,769,,,,,,,,,,,,,,,,,,,
2024-09-30 04:00,780,,,,,,,,,,,,,,,,,,,
2024-09-30 05:00,721,,,,,,,,,,,,,,,,,,,
2024-09-30 06:00,608,,,,,,,,,,,,,,,,,,,
2024-09-30 07:00,471,,,,,,,,,,,,,,,,,,,
2024-09-30 08:00,335,,,,,,,,,,,,,,,,,,,
2024-09-30 09:00,229,,,,,,,,,,,,,,,,,,,
2024-09-30 10:00,190,,,,,,,,,,,,,,,,,,,
2024-09-30 11:00,236,,,,,,,,,,,,,,,,,,,
2024-09-30 12:00,350,,,,,,,,,,,,,,,,,,,
2024-09-30 13:00,495,,,,,,,,,,,,,,,,,,,
2024-09-30 14:00,633,,,,,,,,,,,,,,,,,,,
2024-09-30 15:00,733,,,,,,,,,,,,,,,,,,,
2024-09-30 16:00,763,,,,,,,,,,,,,,,,,,,
2024-09-30 17:00,712,,,,,,,,,,,,,,,,,,,
2024-09-30 18:00,596,,,,,,,,,,,,,,,,,,,
2024-09-30 19:00,450,,,,,,,,,,,,,,,,,,,
2024-09-30 20:00,305,,,,,,,,,,,,,,,,,,,
2024-09-30 21:00,191,,,,,,,,,,,,,,,,,,,
2024-09-30 22:00,143,,,,,,,,,,,,,,,,,,,
2024-09-30 23:00,186,,,,,,,,,,,,,,,,,,,
